##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
ALLIANCE_ENTENTE;T. Entente;Triple Entente;Triplice Intesa;Triple Entente;Entente;Ententa;;Антанта;;;X
NPERSONALITY_HITLER;Paranoid megalomaniac;Mйgalomane paranoпaque;Megalomane paranoico;Paranoico megalуmano;paranoider GrцЯenwahnsinniger;Paranoidalny megaloman;;Параноик, страдающий манией величия;;;X
DPERSONALITY_HITLER;Adolf Hitler was an Austrian-born German politician and the leader of the National Socialist German Workers Party, commonly known as the Nazi Party. He Became absolute dictator of Germany in 1934, with the title of chancellor from 1933 and with the title head of state (Fьhrer und Reichskanzler) from 1934 onwards.;Adolf Hitler йtait un homme politique allemand d'origine autrichienne et le chef de l'Office national-socialiste des travailleurs allemands, connue sous le nom du parti nazi. Il est devenu dictateur absolu de l'Allemagne en 1934, avec le titre de chancelier de 1933 et avec le titre chef de l'Etat (Fьhrer und Reichskanzler) а partir de 1934.;Adolf Hitler era una politico tedesco nato in Germnia e il leader del Partito Nazionalsocialista dei Lavoratori Tedeschi, conosciuto comunemente come Partito Nazista. Divenne dittatore assoluto della Germania nel 1934, con il titolo di cancelliere dal 1933 e il titolo di capo di stato (Fьhrer und Reichskanzler) dal 1934 in avanti.;Adolf Hitler era un polнtico alemбn de origen austriaco y el lнder del Consejo Nacional de Partido Socialista Obrero Alemбn, comъnmente conocido como el Partido Nazi. Se convirtiу en dictador absoluto de Alemania en 1934, con el tнtulo de canciller en 1933 y el de Jefe de Estado (Fьhrer und Reichskanzler) desde 1934 en adelante.;Adolf Hitler war ein  geborener Цsterreicher. Nach einem Einbьrgerungsverfahren in Braunschweig wurde er deutscher Politiker und der Fьhrer der Nationalen Sozialistischen deutschen Arbeiter-Partei, allgemein bekannt als die NSDAP.;Adolf Hitler byі niemieckim politykiem pochodzenia austriackiego i wodzem Narodowosocjalistycznej Partii Robotniczej Niemiec, znanej powszechnie jako Partia Nazistowska. Zostaі absolutnym dyktatorem Niemiec w 1934 r., kiedy poі№czyі tytuі kanclerza ktуry posiadal od roku ze stanowiskiem gіowy paсstwa (Fьhrer und Reichskanzler).;;Адольф Гитлер, рожденный в Австрии германский политик и лидер Национал-Социалистической Немецкой Рабочей Партии (НСДАП). Он стал абсолютным диктатором в 1934 году, заполучив в 1933 титул Рейхсканцлера и в 1934 году - титул главы государства (Фюрера).;;;X
NPERSONALITY_STALIN;Paranoid megalomaniac;Mйgalomane paranoпaque;Megalomane paranoico;Paranoico megalуmano;paranoider GrцЯenwahnsinniger;Paranoidalny megaloman;;Параноик, страдающий манией величия;;;X
DPERSONALITY_STALIN;Joseph Vissarionovich Stalin was the first General Secretary of the Communist Party of the Soviet Union's Central Committee in 1922. In the years following Lenin's death in 1924, he rose to become the leader of the Soviet Union.;Joseph Vissarionovitch Staline a йtй le premier Secrйtaire gйnйral du Parti communiste du Comitй central de l'Union soviйtique en 1922. Dans les annйes aprиs la mort de Lйnine en 1924, il se leva pour devenir le leader de l'Union soviйtique.;Joseph Vissarionovich Stalin и stato il primo Segretario Generale del Partito Comunista del Comitato Centrale dell'Unione Sovietica nel 1922. Negli anni che seguirono la morte di Lenin nel 1924 riuscм a diventare il leader dell'Unione Sovietica.;Joseph Vissarionovich Stalin fue el primer Secretario General del Partido Comunista del Comitй Central de la Uniуn Soviйtica en 1922. En los aсos posteriores a la muerte de Lenin en 1924, ascendio para convertirse en el lнder de la Uniуn Soviйtica. ;Joseph Vissarionovich Stalin war der erste Generalsekretдr der kommunistischen Partei der Sowjetunion / Zentralausschuss 1922. In den Jahren im Anschluss an Lenins Tod 1924 erhob er sich, um der Fьhrer der Sowjetunion zu werden.;Jуzef Wissarionowicz Stalin byі pierwszym Generalnym Sekratarzem partii komunistycznej Komitu Centralnego ZSRR w 1922 r. Po smierci Lenina w 1924 r. wyniуsі siк do roli wodza Zwi№zku Radzieckiego.;;Иосиф Виссарионович Сталин был первым генеральным секретарем Коммунистической партии ЦК Советского Союза в 1922 году. В годы, последовавшие за смертью Ленина в 1924 году, он возвысился и стал лидером Советского Союза.;;;X
NPERSONALITY_CHURCHILL;Bulldog;Bulldog;Bulldog;Bulldog;Bulldoge;Buldog;;Упорный человек;;;X
DPERSONALITY_CHURCHILL;Sir Winston Leonard Spencer-Churchill held many political and cabinet positions. He served as President of the Board of Trade, Home Secretary and First Lord of the Admiralty as part of the Asquith Liberal government. A noted statesman and orator, Churchill was also an officer in the British Army, a historian, writer and artist.;Winston Churchill est nommй Premier Ministre du Royaume-Uni aprиs la dйmission de Neville Chamberlain le 10 mai 1940 et conduit le pays а la victoire contre les puissances de l'Axe. Ses discours qui ont marquй le peuple britannique et les forces alliйes lui valent le surnom de 'bulldog'.;Sir Winston Leonard Spencer-Churchill ebbe molte posizioni politiche e ministeriali. Servм come Presidente della Camera di Commercio, Segretario di Stato e Primo Lord dell'Ammiragliato come parte del governo liberale di Asquith. Un noto statista e oratore, Churchill и stato anche un ufficiale dell'Esercito Britannico, uno storico, scrittore ed artista.;Sir Winston Leonard Spencer Churchill, ocupу muchos cargos polнticos y en el gabinete. Se desempeсу como Presidente de la Junta de Comercio, Ministro del Interior y Primer Lord del Almirantazgo, como parte del gobierno liberal de Asquith. Un cйlebre hombre de estado y orador, Churchill fue tambiйn un oficial del ejйrcito britбnico, historiador, escritor y artista. ;Sir Winston Leonard Spencer-Churchill hielt viele politisch und Kabinettspositionen. Er diente als Prдsident des Ausschusses des Handels, Innenministers und des Ersten Herrn des Admiralsamtes als ein Teil der Asquith Liberalen Regierung. Churchill ein bekannter Staatsmann und Redner, war auch ein Offizier in der britischen Armee, ein Historiker, Schriftsteller und Kьnstler.;Sir Winston Leonard Spencer-Churchill obj№і w czasie їycia wiele politycznych i gabinetowych stanowisk. Sіuїyі jako Przewodnicz№cy Izby Jandlu, Sekretarz ds. Wewnкtrznych i Pierwszy Lord Admiralicji w rz№dzie liberalnym Asquitha. Uznany m№ї stanu i orator, Churchill byі rуwnieї oficerem w armii brytyjskiej, historykiem, pisarzem i artyst№.;;Сэр Уинстон Леонард Спенсер Черчилль занимал много политических и министерских постов. Он был Президентом Торгового Совета, Министром внутренних дел и Первым лордом Адмиралтейства в составе либерального правительства Асквита. Знаменитый государственный деятель и оратор, Черчилль был также офицером британской армии, историком, писателем и художником.;;;X
NPERSONALITY_MUSSOLINI;Imperialist buffoon;Bouffon impйrialiste;Buffone imperialista;Bufon Imperialista;imperialistischer Clown;Imperialistyczny bufon;;Империалистический клоун;;;X
DPERSONALITY_MUSSOLINI;Benito Amilcare Andrea Mussolini was an Italian politician who led the National Fascist Party and is credited with being one of the key figures in the creation of Fascism. He became the 40th Prime Minister of Italy in 1922 and began using the title Duce by 1925.;Benito Amilcare Andrea Mussolini йtait un homme politique italien qui a dirigй le Parti National Fasciste et est reconnu comme йtant l'une des figures clй dans la crйation du fascisme. Il est devenu le 40e Premier ministre d'Italie en 1922 et a commencй а utiliser le titre Il Duce en 1925.;Benito Amilcare Andrea Mussolini и stato un politico Italiano che ha guidato il Partito Nazionale Fascista e viene considerato una delle figure principali nella creazione del Fascismo. Divenne il 40esimo Primo Ministro d'Italia nel 1922 e iniziт ad usare il titolo Duce nel 1925.;Benito Amilcare Andrea Mussolini fue un polнtico italiano que liderу el Partido Nacional Fascista y se le atribuye ser una de las figuras clave en la creaciуn del fascismo. Se convirtiу en el 40 є Primer Ministro de Italia en 1922 y comenzу a utilizar el tнtulo de Duce en 1925.;Benito Amilcare Andrea Mussolini war ein italienischer Politiker, der die Nationale Faschistische Partei fьhrte und damit kreditiert wird, eine der Schlьsselfiguren in der Entwicklung des Faschismus zu sein. Er wurde 1922 der 40. Premierminister Italiens und begann, den Titel Duce ab 1925 zu verwenden.;Benito Amilcare Andrea Mussolini byі wіoskim politykiem, ktуry przewodniczyі Narodowej Partii Faszystowskiej i jest uznany za jedn№ z kluczowych postaci w powstaniu faszyzmu. Zostaі w 1922 r. 40. premierem Wіoch, a w 1925 r. zacz№і uїywaж tytuіu Duce.;;Бенито Амилькаре Андреа Муссолини был итальянским политиком, который возглавлял Национальную фашистскую партию и являлся одной из ключевых фигур возникновения Фашизма. Он стал 40-м премьер-министром Италии в 1922 году и начал использовать титул дуче в 1925 году.;;;X
NPERSONALITY_ROOSEVELT;Democratic idealist;Dйmocrate idйaliste;Idealista Democratico;Idealista democratico;demokratischer Idialist;Demokratyczny idealista;;Демократ-идеалист;;;X
DPERSONALITY_ROOSEVELT;Franklin Delano Roosevelt was the 32nd President of the United States and a central figure in world events during the mid-20th century, leading the United States during a time of worldwide economic crisis and world war. FDR's combination of optimism and economic activism is often credited with keeping the country's economic crisis from developing into a political crisis.;Franklin Delano Roosevelt rompt avec l'isolationnisme traditionnel des Etats-Unis en entreprenant d'aider les pays alliйs dиs avant l'entrйe en guerre amйricaine. Il tient un rфle de premier plan dans la transformation du monde au sortir du conflit et inspire notamment la fondation de l'ONU.;Franklin Delano Roosevelt и stato il 32esimo Presidente degli Stati Uniti e una figura centrale negli eventi mondiali durante la metа del 20esimo secolo, guidando gli Stati Uniti durante un periodo di crisi economica e guerre mondiali. La sua combinazione di ottimismo e attivismo economico и spesso considerata il motivo per cui la crisi economico del paese non si и sviluppata in una crisi politica.;Franklin Delano Roosevelt fue el 32 є Presidente de los Estados Unidos y una figura central en los acontecimientos mundiales de mediados del siglo XX, liderando a los Estados Unidos durante una йpoca de crisis econуmica mundial y la guerra mundial. Hizo una combinaciуn FDR de optimismo y activismo econуmico, se acredita a menudo con que el mantenimiento de la crisis econуmica del paнs se conviertiera en una crisis polнtica.;Franklin Delano Roosevelt war der 32. Prдsident der Vereinigten Staaten und fьhrte die Vereinigten Staaten durch eine Zeit der Wirtschaftskrise und des Weltkrieges. FDR's Kombination des Optimismus und Wirtschaftsaktivismus wird hдufig mit dem verhalten seines Landes in Verbindung gebracht, sich an der Weltpolitik zu beteiligen.;Franklin Delano Roosevelt byі 32. prezydentem Stanуw Zjednoczonych i centraln№ postaci№ wydarzeс њwiatowych w pierwszej poіowie XX wieku, prowadz№c Stany Zjednoczone w czasie ogуlnoњwiatowego kryzysu ekonomicznego i globalnej wojny. Kombinacja optymizmu i ekonomicznego aktywizmu Roosevelta jest czкsto uznawana jako hamulec, nie pozwalaj№cy kryzysowi ekonomicznemu przeksztaіciж siк w kryzys polityczny.;;Франклин Делано Рузвельт был 32-й Президентом Соединенных Штатов Америки и центральной фигурой в мировых событиях середины 20-го века, возглавлявший Соединенные Штаты во время мирового экономического кризиса и мировой войны. Его сочетанию оптимизма и экономической активности часто приписывают удержание экономического кризиса в стране от перерастания в кризис  политический.;;;X
NPERSONALITY_HIROHITO;Puppet emperor;Empereur fantoche;Imperatore pupazzo;Emperador titere;Marionettenkaiser;Marionetkowy cesarz;;Марионеточный император;;;X
DPERSONALITY_HIROHITO;The Showa Emperor was the 124th emperor of Japan according to the traditional order. His reign began on December 25, 1926 and encompassed a period of tremendous change in Japanese society. ;L'empereur Showa йtait le 124e empereur du Japon selon l'ordre traditionnel. Son rиgne a commencй le 25 Dйcembre 1926 et comprenait une pйriode d'йnormes changements dans la sociйtй japonaise.;L'Imperatore Showa fu il 124esimo imperatore del Giappone secondo l'ordine tradizionale. Il suo regno iniziт il 25 Dicembre 1926 e comprese un periodo di tremendi cambiamenti nella societа Giapponese. ;El Emperador Showa fue el emperador numero 124 del Japуn, segъn el orden tradicional. Su reinado comenzу el 25 de diciembre de 1926 y abarcу un perнodo de tremendo cambio en la sociedad japonesa.;Der Showa Kaiser war der 124. Kaiser Japans gemдЯ der traditionellen Ordnung. Seine Regierung begann am 25. Dezember 1926 und umfasste eine Periode der enormen Дnderung in der japanischen Gesellschaft.;Cesarz Showa byі 124. cesarzem japoсskim wedіug tradycyjnej listy wіadcуw. Jego panowanie rozpoczкіo siк 25 grudnia 1926 r. i objкіo okres bezprecedensowych zmian w japoсskim spoіeczeсstwie.;;Император Сева был 124-й императором Японии в соответствии с традиционным порядком. Его правление началось 25 декабря 1926 года и пришлось на период громадных перемен в японском обществе.;;;X
